So.,1955-10-09 00:00:00,Unnamed: 2,Unnamed: 3,3,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,12,13,Unnamed: 15,Unnamed: 16,16,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,23,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,41,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
Sa.,1992-08-08,,,,,5.0,,,,9.0,10.0,,,,,,,,,,,,,,,25.0,26.0,,,,,,,,,,,,,,,,,,,45.0,,,,,,7.0
Sa.,1992-08-15,,,,,,,,,,,11.0,12.0,,14.0,,,,,,,,,,,,,,,,,,,,,35.0,,37.0,,,,,,43.0,,,,,,,,5.0
Sa.,1992-08-22,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,36.0,,,39.0,40.0,,,,,45.0,,,,,,4.0
Sa.,1992-08-29,,,,,,,,,,10.0,,12.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,41.0,,,,,,47.0,,49.0,,0.0
Sa.,1992-09-05,,,,,,,,8.0,,,,12.0,,,,,,,,,,,,,,,,,,30.0,,32.0,,,35.0,,,38.0,,,,,,,,,,,,,1.0
Sa.,1992-09-12,,,,,,,,,,,,,,14.0,15.0,,,,19.0,20.0,,,,,25.0,,,,,,,,33.0,,,,,,,,,,,,,,,,,,1.0
Sa.,1992-09-19,,,3.0,,5.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,35.0,,,,,,,42.0,,,,46.0,,,,,4.0
Sa.,1992-09-26,,,,,,,,,,,,12.0,13.0,,,,,18.0,19.0,,,,,,,,,28.0,,,,,,,,,37.0,,,,,,,,,,,,,,7.0
Sa.,1992-10-03,,,,,,,7.0,8.0,,,,,,,,,,18.0,19.0,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,49.0,,9.0
Sa.,1992-10-10,,,,,,,,,,,11.0,12.0,,,,,,,,,,22.0,,,,,,,,,,,33.0,,,,,,,,41.0,42.0,,,,,,,,,4.0
Sa.,1992-10-17,,,,,,,,,,,,,,,,16.0,,,,,,,,24.0,,26.0,,28.0,,,,,,,,,,,39.0,,,,,,45.0,,,,,,4.0
Sa.,1992-10-24,,,,,5.0,,7.0,,,,,,,,,16.0,,18.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,9.0
Sa.,1992-10-31,,,,,5.0,,,,,,,,,14.0,,,,,,,,,,24.0,,,,,,,,,,34.0,,,,,,,,,,,,46.0,,48.0,,,8.0
Sa.,1992-11-07,,,,,,,,,,,,12.0,,,15.0,,,,19.0,,,,,,,,27.0,28.0,,,,,,,,,,,,,,,,,,,,48.0,,,5.0
Sa.,1992-11-14,,,,,,,,,,,,,,,,,17.0,18.0,19.0,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,46.0,,48.0,,,1.0
Sa.,1992-11-21,,,3.0,,,,,,,,,,,,15.0,,,,,,,,,,,,,28.0,,,,,33.0,,,,,38.0,,,,,43.0,,,,,,,,9.0
Sa.,1992-11-28,,,,,,,7.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,34.0,,,,38.0,,40.0,,,,,,,,,49.0,,4.0
Sa.,1992-12-05,,,,4.0,5.0,,,,,,,12.0,,,,,17.0,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,45.0,,,,,,5.0
Sa.,1992-12-12,,,,,5.0,,,,9.0,,,12.0,,,,,,,19.0,,21.0,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,5.0
Sa.,1992-12-19,,,,,5.0,,,8.0,,10.0,11.0,,,,,,,18.0,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,0.0
Sa.,1992-12-26,,2.0,,,,,7.0,,,,,,,,15.0,,17.0,,,,,,,,,,,,,,,,,,,,,,39.0,,,,43.0,,,,,,,,8.0
Sa.,1993-01-02,1.0,,,,,,,,,,,,,,15.0,16.0,,,,,21.0,,,24.0,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,0.0
Sa.,1993-01-09,1.0,,,,,,7.0,,,,11.0,,,,,,,,,,,22.0,,,,,,,,30.0,,,,,,,,,,,,42.0,,,,,,,,,5.0
Sa.,1993-01-16,1.0,,3.0,,,,,,,10.0,11.0,,,,,,,18.0,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Sa.,1993-01-23,,2.0,,,,,,,,,,,,14.0,,,,18.0,,,21.0,,,,,,,,29.0,,,,,,,,,,,,,,,,45.0,,,,,,6.0
Sa.,1993-01-30,,,,,,,,8.0,9.0,,,,,,15.0,,,18.0,,,,,,,,,,,,30.0,,,,,,,,,,,,42.0,,,,,,,,,4.0
Sa.,1993-02-06,,,,4.0,,6.0,,,,,,,,,,,,,,20.0,,,,,25.0,,,,,,,32.0,,,,,,,,,,42.0,,,,,,,,,0.0
Sa.,1993-02-13,,,,,,6.0,,,,,11.0,,,,,,,18.0,19.0,,,,,24.0,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,7.0
Sa.,1993-02-20,,,,,,,,,9.0,10.0,,,,,,,,,,,,,23,24.0,,,,,,,,,,,,36.0,,,,,,,,,,,,,49.0,,4.0
Sa.,1993-02-27,,,,4.0,,,7.0,,9.0,,,,,14.0,,,,,,,,22.0,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,1.0
Sa.,1993-03-06,,,,,,6.0,,,,,,12.0,,,,,17.0,18.0,,,,,,,,,,,,30.0,,32.0,,,,,,,,,,,,,,,,,,,2.0
Sa.,1993-03-13,,,,,,,7.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,37.0,,,40.0,41.0,,,,,,,,,,6.0
Sa.,1993-03-20,,,,,,,,,,10.0,,12.0,,,,,,,,,21.0,,,,,,,,,,,,,34.0,,,,,,,,,,44.0,,,,,49.0,,2.0
Sa.,1993-03-27,,,,4.0,,6.0,,8.0,,10.0,,,,,15.0,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,7.0
Sa.,1993-04-03,,,,,,,,,9.0,,,,,,,16.0,,,,,,22.0,,,,26.0,,,,,,,,,,,,,,,,,,44.0,,46.0,,,,,2.0
Sa.,1993-04-10,,,,,5.0,,,,,,,,,,,,,,,,,,,24.0,,,,28.0,,30.0,,,,,,,,,,,,,,44.0,,,,,49.0,,6.0
Sa.,1993-04-17,,,,,,,,,,,,,,,,,,18.0,,,,22.0,23,,,,27.0,,,,,32.0,,,,36.0,,,,,,,,,,,,,,,0.0
Sa.,1993-04-24,,,,,,,,,,,,,,,15.0,,17.0,18.0,,,,,,,,26.0,,,,,,,,34.0,,,,,,,,,,,,,,,49.0,,2.0
Sa.,1993-05-01,1.0,2.0,,,,6.0,,,,,,,13.0,,,,,,,,,,,,,,,,,30.0,,,,34.0,,,,,,,,,,,,,,,,,8.0
Sa.,1993-05-08,,,,,,,,,9.0,,,12.0,,,,,,,,,21.0,,,,,,,,,,31.0,,,,,,37.0,,,,,,,44.0,,,,,,,9.0
Sa.,1993-05-15,,,,,,,,8.0,,,,,,,,,,,,,,22.0,,,,26.0,,,,30.0,31.0,,,,,,,,,,,,,,,,,48.0,,,3.0
Sa.,1993-05-22,1.0,,,,,6.0,7.0,,,,,,,,,,,,,,,,,,,,,28.0,29.0,,,,,,,,,,,,,42.0,,,,,,,,,4.0
Sa.,1993-05-29,,,,,,,,,,,,,,14.0,,,,,,,,,,24.0,,26.0,,,29.0,30.0,,,,,,,,,,40.0,,,,,,,,,,,4.0
Sa.,1993-06-05,,,,,5.0,,,,,,,,,,,,,,,20.0,,,,,25.0,,,,,,,,33.0,,,,,,,,41.0,,43.0,,,,,,,,9.0
Sa.,1993-06-12,,,,,,,,,,10.0,,,,,,,,18.0,,,,22.0,,,,,,,,,,,,34.0,35.0,,,,,,,,43.0,,,,,,,,6.0
Sa.,1993-06-19,,,,,,,7.0,8.0,,,,,,,,,,,,,,,,24.0,,,,,,30.0,,,33.0,,,,37.0,,,,,,,,,,,,,,7.0
Sa.,1993-06-26,,,,,,6.0,,8.0,,,11.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,49.0,,4.0
Sa.,1993-07-03,,,3.0,,,,,,,,,,,,,,,18.0,,,,,,,,,27.0,,29.0,,,32.0,,,,36.0,,,,,,,,,,,,,,,4.0
Sa.,1993-07-10,,,,,,,,,,,,,,,15.0,,17.0,,,,,,,,,26.0,27.0,,,,,,,,,,,,,40.0,41.0,,,,,,,,,,3.0
Sa.,1993-07-17,,,,4.0,,,,,,,11.0,,13.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,47.0,,,,8.0
Sa.,1993-07-24,,,,,,6.0,,,,,,,,,,,,18.0,,,,,,,25.0,,,,,,,32.0,,,,,,,,,41.0,,,,,46.0,,,,,6.0
Sa.,1993-07-31,,2.0,3.0,,,6.0,,,,,,,,,,,,,,,21.0,22.0,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,3.0
Sa.,1993-08-07,,,,,,,,,,,,,13.0,,,,17.0,,,20.0,,,,,25.0,,,,,,,,,,,,,,,,41.0,,,,,46.0,,,,,4.0
Sa.,1993-08-14,,,,,,,,,,,,,,,15.0,,17.0,,,20.0,,,,,,,,,,,,,,,35.0,,,38.0,,,,,,44.0,,,,,,,8.0
Sa.,1993-08-21,,,,,,6.0,,8.0,9.0,,,,,,,,,,,,,,,,,,,,29.0,,31.0,,,,,,,,,,,,,44.0,,,,,,,8.0
Sa.,1993-08-28,,,,,5.0,,,,,,,,,14.0,,,,,,20.0,,,,,,26.0,,,,30.0,,,,,,,,,,,41.0,,,,,,,,,,5.0
Sa.,1993-09-04,,2.0,,,,,,,,,,,,14.0,,,,,19.0,,,,,,25.0,26.0,,,,,,,,,,,,,39.0,,,,,,,,,,,,8.0
Sa.,1993-09-11,1.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,26.0,27.0,,29.0,,,,,,,,,,,,,,,44.0,,,,,,,1.0
Sa.,1993-09-18,,,,,5.0,,,,,,,,,14.0,,,,,,,,22.0,23,,,,,,,,,,,,,,37.0,,,,,,,,,,47.0,,,,8.0
Sa.,1993-09-25,,,,,,,,,,,,12.0,,,,,,,,,,,,24.0,,,,,,,,32.0,,,,36.0,,,,40.0,,42.0,,,,,,,,,1.0
Sa.,1993-10-02,,,,,,6.0,,,,,,,,,,,,,,,,,,,25.0,,27.0,,,30.0,,,,34.0,,,,,39.0,,,,,,,,,,,,6.0
Sa.,1993-10-09,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,34.0,35.0,,37.0,,,,,,,,,,,,49.0,,0.0
Sa.,1993-10-16,,,,,,6.0,,,,,,12.0,,14.0,,,,,,20.0,,,,,,,,,,,,,,34.0,,,,,,,,,,,,46.0,,,,,5.0
Sa.,1993-10-23,,,,,,,,,,,,12.0,,,,,,,,,,,,,25.0,,,,,,31.0,,,,,36.0,,,,,,,,,45.0,,47.0,,,,6.0
Sa.,1993-10-30,1.0,,,,,,,,,,,12.0,,,,,,18.0,,20.0,,,,,,,27.0,28.0,,,,,,,,,,,,,,,,,,,,,,,5.0
Sa.,1993-11-06,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,29.0,,,,,,,,,,39.0,,,42.0,,,,,,48.0,49.0,,9.0
Sa.,1993-11-13,1.0,,3.0,,,,,,,,,,,,,,,,,,21.0,,,,,26.0,,,,,,,,,,,,38.0,,,,,,,,46.0,,,,,2.0
Sa.,1993-11-20,,,,4.0,,,,,,10.0,,,,,,,,,,,21.0,,,,,,,,,,31.0,,,,35.0,,37.0,,,,,,,,,,,,,,4.0
Sa.,1993-11-27,,2.0,,,5.0,6.0,,8.0,,,,,,,,,,,,,,22.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Sa.,1993-12-04,,,,,,,,,9.0,,,,,,,,,,,,,,,24.0,,26.0,,,29.0,,,,,,,,,,39.0,,,,,,,,,,49.0,,0.0
Sa.,1993-12-11,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,27.0,,,30.0,,,33.0,,,36.0,,,,,,,,,,,,48.0,,,5.0
Sa.,1993-12-18,,2.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,30.0,,,,,,36.0,,,39.0,,,,,,,,47.0,,,,6.0
Sa.,1993-12-25,,,,,,,,,,,,,,,,,,18.0,,,,22.0,,,,,,,29.0,,,32.0,,34.0,,,,,,,,,,44.0,,,,,,,3.0
Sa.,1994-01-01,,,,,5.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,38.0,,,41.0,42.0,,,,,,,49.0,,9.0
Sa.,1994-01-08,,,,,,,,,,10.0,,,13.0,,,,,,19.0,,,,,,,,,,,,,32.0,,,35.0,,,,,,,,43.0,,,,,,,,5.0
Sa.,1994-01-15,,,,,,,,,,,,,13.0,,,,,,,,,22.0,,,,,,,,,,32.0,,,,,,,39.0,,41.0,,43.0,,,,,,,,0.0
Sa.,1994-01-22,,,3.0,,,,,,,,,,13.0,,,,17.0,,,,,,,,,,,,,30.0,,,,,,,37.0,,,,,,,44.0,,,,,,,4.0
Sa.,1994-01-29,,,,,,,,,,10.0,,,,,,,,,,20.0,,,,,,,,28.0,,,,,,,,,37.0,,,,,,,,,46.0,,48.0,,,9.0
Sa.,1994-02-05,,,,,5.0,,,,,10.0,,,,,,,,18.0,,,21.0,,,,,,,,29.0,,,,,34.0,,,,,,,,,,,,,,,,,9.0
Sa.,1994-02-12,,2.0,,,,,,,,,,,,,,16.0,17.0,,,,,,,,,,,,,,,,,34.0,,,,,39.0,40.0,,,,,,,,,,,3.0
Sa.,1994-02-19,,2.0,,,,,,,,,,12.0,,,15.0,,,,,,,,,24.0,,,,,,,31.0,,,,,,,,39.0,,,,,,,,,,,,7.0
Sa.,1994-02-26,,,,,,,7.0,,9.0,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,39.0,,,,,44.0,,,,48.0,,,4.0
Sa.,1994-03-05,,,,4.0,,,7.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,46.0,,,49.0,,2.0
Sa.,1994-03-12,,,,,,,7.0,,,,,,,,,,,,19.0,,,,,,,,,,29.0,,,,,,,,37.0,,,,,42.0,,,,46.0,,,,,5.0
Sa.,1994-03-19,,,,,,,,,,,11.0,,,14.0,,,,,,,,,,24.0,,,,,,,,32.0,,,,36.0,,,,,,42.0,,,,,,,,,0.0
Sa.,1994-03-26,,,,4.0,,,,,,,,,,,,,,,,,,,,,25.0,,27.0,,,,,,33.0,,,,,,,40.0,,,,44.0,,,,,,,9.0
Sa.,1994-04-02,,,,,,,,,,,,,,,,,,,19.0,,21.0,,,,,,,,,,,32.0,,,,,37.0,,,,,,,,,,,48.0,49.0,,6.0
Sa.,1994-04-09,,,3.0,,,,,,9.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,37.0,,39.0,,,,,,,,47.0,,,,0.0
Sa.,1994-04-16,1.0,,,,,6.0,,,,,,,,,,,17.0,,,,21.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,4.0
Sa.,1994-04-23,,,,,,,,,,,11.0,,,,,16.0,17.0,,,,,,,,,,,,,,,,,,35.0,,,,,,41.0,,,44.0,,,,,,,2.0
Sa.,1994-04-30,,2.0,,,,,,,,,,,,14.0,,,17.0,,,,,,,,,,,,29.0,,,,,,,36.0,,,,,,,,44.0,,,,,,,8.0
Sa.,1994-05-07,,,,,,6.0,,8.0,,,,,,,,16.0,,,,20.0,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,47.0,,,,2.0
Sa.,1994-05-14,,,,4.0,,,,8.0,,,11.0,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,38.0,39.0,,,,,,,,,,,,1.0
Sa.,1994-05-21,,,,,,6.0,,,,,,,,,,,17.0,,,,,,,,,26.0,,,,,,,,,,,,,39.0,,,,,44.0,,,47.0,,,,2.0
Sa.,1994-05-28,,2.0,,,,,,,,,,,,,,16.0,,,19.0,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,46.0,,,49.0,,6.0
Sa.,1994-06-04,,,,,,,,,,,,,,,15.0,,,,,,,,,,25.0,,27.0,,,,,32.0,,,,,,,,,,,,,,46.0,,48.0,,,0.0
Sa.,1994-06-11,,,,4.0,,,,,9.0,,,,,,,16.0,,,,,,,,,,,,,29.0,,,,,,,,,,39.0,,,,,,,,,,49.0,,8.0
Sa.,1994-06-18,,,,,,,,,,,,,13.0,,,,,,,20.0,,,,,,26.0,,,,,,,,,,,,,,,,42.0,,44.0,45.0,,,,,,6.0
Sa.,1994-06-25,1.0,2.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,29.0,30.0,,,,,35.0,,,,,,,,,,,,,,,,7.0
Sa.,1994-07-02,,,3.0,,,,,8.0,,,,,,,,,,,,,,22.0,,,25.0,,,,,,,,,,35.0,,,,,,,,,,,,,,49.0,,2.0
Sa.,1994-07-09,,,,,,,,,,,,,,,,,17.0,18.0,,,,,,,25.0,,27.0,28.0,,,,,,,,36.0,,,,,,,,,,,,,,,4.0
Sa.,1994-07-16,,2.0,,,,,,,,,,,,,15.0,,,,,,,22.0,,24.0,,,,28.0,,,,,,,35.0,,,,,,,,,,,,,,,,0.0
Sa.,1994-07-23,,,,,5.0,,7.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,40.0,,,,,45.0,,,48.0,,,3.0
Sa.,1994-07-30,,,,,,,,,,,,,,,,,,18.0,,20.0,,,,,,,,,,,,,,,35.0,,,,,40.0,,42.0,,,,,,,49.0,,3.0
Sa.,1994-08-06,,,,,,,7.0,,,,,,,,,,,,,20.0,,,,,,,27.0,,,,,,,,,,,,39.0,,,42.0,,44.0,,,,,,,7.0
Sa.,1994-08-13,,,3.0,,,,,,,,,,,,,16.0,17.0,,,,,,,,,26.0,,,,,,,,,,,,,,40.0,,,43.0,,,,,,,,7.0
Sa.,1994-08-20,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,33.0,,,36.0,,,,40.0,41.0,,,,,,,,,,3.0
Sa.,1994-08-27,,,,,5.0,,,8.0,9.0,10.0,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,9.0
Sa.,1994-09-03,,,,,5.0,,,,,,,,,,,16.0,17.0,,,,,,,24.0,,,,,,30.0,,,,,,,,,,,,42.0,,,,,,,,,5.0
Sa.,1994-09-10,,,3.0,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,34.0,,,37.0,,,,,42.0,,,45.0,,,,,,7.0
Sa.,1994-09-17,,,,,,,,,,,,,,14.0,15.0,,,,,,,,,,,,27.0,,,,,,,,,,37.0,,,,41.0,,,,,,,48.0,,,2.0
Sa.,1994-09-24,,,,,,6.0,7.0,,,,,,,,,16.0,,,,,,,23,,,,,,,,,,,,,,,,,,,,,44.0,,,47.0,,,,4.0
Sa.,1994-10-01,1.0,,,,,,,8.0,9.0,,,,,,,,,,,,,,,,,,,28.0,,,,32.0,,,,,,38.0,,,,,,,,,,,,,6.0
Sa.,1994-10-08,,,3.0,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,35.0,36.0,,,,,,,,44.0,,,,48.0,,,2.0
Sa.,1994-10-15,,,,,5.0,,7.0,,,,,,,,,,,18.0,,,,22.0,,,,,,,,,,,,,,,,38.0,,,41.0,,,,,,,,,,1.0
Sa.,1994-10-22,,,,,,,,,,,,,,,,,,,19.0,,,22.0,,,,,27.0,,,,31.0,,,,,,,,,,,,,,45.0,46.0,,,,,8.0
Sa.,1994-10-29,,,,,,,7.0,,,,,,13.0,,15.0,,,,,,,,23,,,,,,29.0,,,,33.0,,,,,,,,,,,,,,,,,,4.0
Sa.,1994-11-05,,,,,,6.0,,,9.0,,,,,,,,,,,,,22.0,,24.0,,,,,,30.0,,,33.0,,,,,,,,,,,,,,,,,,4.0
Sa.,1994-11-12,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,29.0,,31.0,,,,,36.0,,,,,41.0,,,,,,,48.0,,,7.0
Sa.,1994-11-19,,,3.0,4.0,,6.0,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,47.0,,,,3.0
Sa.,1994-11-26,,,3.0,,,,,,,10.0,,,13.0,14.0,,,,,,,,,23,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,1.0
Sa.,1994-12-03,,,3.0,,,,,,,,,,,,,,,,,,,,23,,,,27.0,,,,,32.0,,,,36.0,,,,,,,,,,,,48.0,,,1.0
Sa.,1994-12-10,,2.0,3.0,,5.0,,,8.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,1.0
Sa.,1994-12-17,,,,,,,,,,,,,,,,,,,19.0,,,,,24.0,,,,,,,,,,,35.0,36.0,37.0,38.0,,,,,,,,,,,,,5.0
Sa.,1994-12-24,1.0,,,,,6.0,,,,,,,13.0,,,16.0,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,43.0,,,,,,,,9.0
Sa.,1994-12-31,,,,,,,7.0,,,,,,,,15.0,,,,,,,,,,,26.0,,,,,,32.0,,,,,37.0,,,,41.0,,,,,,,,,,8.0
Sa.,1995-01-07,,2.0,,,,,,,,,,12.0,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,47.0,48.0,,,5.0
Sa.,1995-01-14,,,,,,,,8.0,,,,,,,,,,,,,,,23,,,,,28.0,,,,,,,,,,,,40.0,,42.0,,,45.0,,,,,,8.0
Sa.,1995-01-21,,,,,,,,,,,,12.0,,,,,,18.0,,,21.0,,,,,,27.0,,,,,,,,,,,,,,41.0,,,44.0,,,,,,,6.0
Sa.,1995-01-28,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,33.0,,,,37.0,,39.0,,,,,,45.0,,,,49.0,,9.0
Sa.,1995-02-04,,2.0,,4.0,,6.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,44.0,,,,,,,5.0
Sa.,1995-02-11,,,,,,,,,,,11.0,,13.0,,,,,,,,,,,,,,,,,,,,,,35.0,,,38.0,,,41.0,42.0,,,,,,,,,0.0
Sa.,1995-02-18,1.0,,,,,,,,9.0,,,12.0,,,,,,,,,,,,24.0,,,,,,,31.0,,,,,,,38.0,,,,,,,,,,,,,1.0
Sa.,1995-02-25,,,3.0,,,6.0,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,34.0,,,37.0,,,,,,,,,,47.0,,,,1.0
Sa.,1995-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,36.0,37.0,,,,41.0,,,,,,47.0,,49.0,,6.0
Sa.,1995-03-11,,,,4.0,,,,,,,,,,,,,,18.0,,,21.0,,,,25.0,26.0,,,,,31.0,,,,,,,,,,,,,,,,,,,,6.0
Sa.,1995-03-18,,,,,,,7.0,8.0,,,,,13.0,,,,,,,,,,,,,,,,,,,32.0,33.0,,,,,,,,,,43.0,,,,,,,,0.0
Sa.,1995-03-25,,,,,5.0,,,,,10.0,,,13.0,,,,,,,,,,,,,,,28.0,,,,32.0,,,,,,,,,,,43.0,,,,,,,,3.0
Sa.,1995-04-01,,,,4.0,,,,,,,11.0,,,,,,,,,20.0,,,,,,,,,,,,32.0,33.0,,,,,,,,,,,,,,,48.0,,,2.0
Sa.,1995-04-08,,,,,,,,,,,,,13.0,,15.0,,,,,,,,,24.0,,,,,,,,32.0,,,,36.0,,,,,,,,,,,,,49.0,,5.0
Sa.,1995-04-15,,,,,,,,,,10.0,,,,,,,,,,,,,23,,,26.0,,,,,,,33.0,,,,,38.0,,,,,,,45.0,,,,,,6.0
Sa.,1995-04-22,,,,,,,,,,,,,,,,,,,,20.0,,22.0,,,25.0,26.0,,,,,,,33.0,,,,37.0,,,,,,,,,,,,,,6.0
Sa.,1995-04-29,,,,4.0,,,,,,,,,13.0,,,,,,,,21.0,,,,25.0,26.0,,,,,31.0,,,,,,,,,,,,,,,,,,,,8.0
Sa.,1995-05-06,,2.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,27.0,,,,31.0,,,,,,,38.0,39.0,,,,,,,,,,,,2.0
Sa.,1995-05-13,1.0,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,28.0,,30.0,,,,34.0,,,,,,,,,,,,,,48.0,,,3.0
Sa.,1995-05-20,,,,,,6.0,,,,,,12.0,,,,16.0,,,,20.0,,,,,,,,,,,,,,,,,,,39.0,,41.0,,,,,,,,,,0.0
Sa.,1995-05-27,1.0,,,,,,,,,,,,13.0,,,,,18.0,,,,,,,25.0,,,28.0,,30.0,,,,,,,,,,,,,,,,,,,,,0.0
Sa.,1995-06-03,,,,,,,,,,10.0,11.0,,,,,,,,,,,,,,,26.0,,,29.0,,,32.0,,,,,,,,,,,,,45.0,,,,,,1.0
Sa.,1995-06-10,,,3.0,,,,,,,,,,,,,,,18.0,,20.0,21.0,,,,,,,,,30.0,,,,,,,,,,40.0,,,,,,,,,,,0.0
Sa.,1995-06-17,,,,,,,,,,,11.0,,,14.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,,40.0,,42.0,,,,,,48.0,,,1.0
Sa.,1995-06-24,,,3.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,28.0,,30.0,,,33.0,,,,37.0,,,,,,,,,,,,,,0.0
Sa.,1995-07-01,,2.0,,,,,,,,,,,,,,,,,,,,,23,,,,,28.0,29.0,,,,,,,,,,,,,,,44.0,,,47.0,,,,8.0
Sa.,1995-07-08,,,,,,,,,9.0,10.0,,,,,,,,,,,21.0,22.0,,24.0,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,0.0
Sa.,1995-07-15,,,3.0,,5.0,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,34.0,,,,,,,,,,44.0,,46.0,,,,,9.0
Sa.,1995-07-22,,,,,,,,,,,,12.0,13.0,,,16.0,,,,,,,,,,26.0,,,,,,32.0,,,,,,,,,,,,,,,47.0,,,,1.0
Sa.,1995-07-29,,,,,,,,,,,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,41.0,,43.0,,45.0,,,,,,5.0
Sa.,1995-08-05,,,,,5.0,,,,9.0,,,,,,,,17.0,,,,,,23,,,,,,,,,,,,,36.0,,,,,,,,,,,47.0,,,,6.0
Sa.,1995-08-12,,,,,,,,,,,,,13.0,,,,,,,20.0,,,,,,26.0,,,,,,,,,,,,,,,,,,44.0,,,,48.0,49.0,,3.0
Sa.,1995-08-19,,,,4.0,,,,,,,,,,,,,,,,,,,23,,,,,,,,,32.0,,,,36.0,,,,,,42.0,,,,,,,49.0,,3.0
Sa.,1995-08-26,,,,,,,,,,,,,13.0,,,,17.0,,,20.0,,,,,,,27.0,,,,,,33.0,,,,,,,,,,,,,,,48.0,,,5.0
Sa.,1995-09-02,,,,,,6.0,,,,,11.0,,,,,,,,,,,,,,25.0,,,,,,,32.0,,,,,37.0,,,,,42.0,,,,,,,,,2.0
